,ID,Name,Description,Instructor,category,entity_type,entity_name
121,461AO, Museum Informatics,"This is a hybrid course that meets with IS 461AU and IS 461AO. Covers information organization and access in museums, exploring the relationship between information technology and modern museum environments. Students learn about classification systems for museums, computer systems for information storage and retrieval, universal access to shared electronic data, copyright in the digital world, virtual museums, interactive exhibits, and information management in museums, through lectures, computer-based activities, and interactive discussions. The final project involves design of an electronic portfolio of virtual museum resources. Students are encouraged to approach class topics from their individual backgrounds in the humanities, sciences, or social sciences. The course examines various ways that information technologies are and might be used in museums and other cultural heritage settings. Museum websites, visitor apps, interactive exhibits, and uses of digitized and federated collections are explored. Students gain an introduction to Design Thinking by working on a final project that involves the development of a novel computational resource. Students are encouraged to approach class topics from their individual backgrounds in the humanities, sciences, or social sciences. Course Information: 4 undergraduate hours. 4 graduate hours. Prerequisite: Junior or senior standing and consent of instructor for undergraduates; consent of instructor for non-iSchool graduate students for on-campus sections.
",Michael Twidale,['/Jobs & Education/Education'],"['OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'WORK_OF_ART', 'OTHER', 'OTHER', 'EVENT', 'ORGANIZATION', 'OTHER']","['course', 'museums', 'sciences', 'IS 461AU', 'exhibits', 'backgrounds', 'project', 'information technology', 'access', 'relationship', 'information organization', 'project', 'Students', 'Students', 'access', 'classification systems', 'computer systems', 'museums', 'course', 'museums', 'museum environments', 'information storage', 'world', 'copyright', 'retrieval', 'data', 'Students', 'sciences', 'class topics', 'museum resources', 'humanities', 'design', 'Course Information', 'information technologies', 'portfolio', 'discussions', 'activities', 'lectures', 'information management', 'sciences', 'ways', 'heritage', 'settings', 'visitor apps', 'class topics', 'resource', 'humanities', 'graduate students', 'Museum websites', 'instructor', 'consent', 'instructor', 'consent', 'sections', 'undergraduates', 'standing', 'Junior', 'Prerequisite', 'Students', 'collections', 'uses', 'development', 'introduction', 'non-iSchool', 'Design Thinking']"
122,461AU, Museum Informatics,"This is a hybrid course that meets with IS 461AU and IS 461AO. Covers information organization and access in museums, exploring the relationship between information technology and modern museum environments. Students learn about classification systems for museums, computer systems for information storage and retrieval, universal access to shared electronic data, copyright in the digital world, virtual museums, interactive exhibits, and information management in museums, through lectures, computer-based activities, and interactive discussions. The final project involves design of an electronic portfolio of virtual museum resources. Students are encouraged to approach class topics from their individual backgrounds in the humanities, sciences, or social sciences. The course examines various ways that information technologies are and might be used in museums and other cultural heritage settings. Museum websites, visitor apps, interactive exhibits, and uses of digitized and federated collections are explored. Students gain an introduction to Design Thinking by working on a final project that involves the development of a novel computational resource. Students are encouraged to approach class topics from their individual backgrounds in the humanities, sciences, or social sciences. Course Information: 4 undergraduate hours. 4 graduate hours. Prerequisite: Junior or senior standing and consent of instructor for undergraduates; consent of instructor for non-iSchool graduate students for on-campus sections.
",Michael Twidale,['/Jobs & Education/Education'],"['OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'PERSON', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'WORK_OF_ART', 'OTHER', 'OTHER', 'EVENT', 'ORGANIZATION', 'OTHER']","['course', 'museums', 'sciences', 'IS 461AU', 'exhibits', 'backgrounds', 'project', 'information technology', 'access', 'relationship', 'information organization', 'project', 'Students', 'Students', 'access', 'classification systems', 'computer systems', 'museums', 'course', 'museums', 'museum environments', 'information storage', 'world', 'copyright', 'retrieval', 'data', 'Students', 'sciences', 'class topics', 'museum resources', 'humanities', 'design', 'Course Information', 'information technologies', 'portfolio', 'discussions', 'activities', 'lectures', 'information management', 'sciences', 'ways', 'heritage', 'settings', 'visitor apps', 'class topics', 'resource', 'humanities', 'graduate students', 'Museum websites', 'instructor', 'consent', 'instructor', 'consent', 'sections', 'undergraduates', 'standing', 'Junior', 'Prerequisite', 'Students', 'collections', 'uses', 'development', 'introduction', 'non-iSchool', 'Design Thinking']"
123,462G4, Information Assurance,"Meets with IS 462 UG3. The course provides an introduction to the concepts, technologies, practices and challenges of Information Assurance. It takes a broad view of Information Security and Privacy and covers the essential principles for the protection of information systems; the relevant technologies; organizational concerns; policies, human aspects; legal approaches; criminology; and ethical issues. Students will gain an appreciation for the difficulty of designing, developing, deploying and maintaining information systems, services and software products that are secure and comply with expectations of security and privacy. Course Information: 3 undergraduate hours. 4 graduate hours.
",Masooda bashir,['/Jobs & Education/Education'],"['WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['Meets', 'Privacy', 'course', 'concepts', 'introduction', 'information systems', 'view', 'technologies', 'practices', 'challenges', 'Information Assurance', 'concerns', 'technologies', 'information systems', 'approaches', 'policies', 'human aspects', 'protection', 'criminology', 'issues', 'Students', 'security', 'expectations', 'software', 'services', 'products', 'Course Information', 'Information Security', 'principles', 'appreciation', 'difficulty']"
124,462UG3, Information Assurance,"Meets with IS 462 G4. The course provides an introduction to the concepts, technologies, practices and challenges of Information Assurance. It takes a broad view of Information Security and Privacy and covers the essential principles for the protection of information systems; the relevant technologies; organizational concerns; policies, human aspects; legal approaches; criminology; and ethical issues. Students will gain an appreciation for the difficulty of designing, developing, deploying and maintaining information systems, services and software products that are secure and comply with expectations of security and privacy. Course Information: 3 undergraduate hours. 4 graduate hours.",Masooda bashir,[],"['WORK_OF_ART', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['Meets', 'Privacy', 'G4', 'course', 'concepts', 'introduction', 'information systems', 'view', 'technologies', 'practices', 'challenges', 'Information Assurance', 'concerns', 'technologies', 'information systems', 'approaches', 'policies', 'human aspects', 'protection', 'criminology', 'issues', 'Students', 'security', 'expectations', 'software', 'services', 'products', 'Course Information', 'Information Security', 'principles', 'appreciation', 'difficulty']"
125,483A, Ugrad Bioinformatics Seminar,Course Information: Same as CPSC 491 and INFO 491. See INFO 491., Sandra Rodriguez-Zas,[],"['OTHER', 'OTHER', 'OTHER', 'OTHER']","['Course Information', 'INFO', 'CPSC 491', 'INFO 491']"
126,490DB, Introduction to Databases,"The course provides students with both theoretical and practical training in good database design. By the end of the course students will create a conceptual data model using entity-relationship diagrams, understand the importance of referential integrity and how to enforce data integrity constraints when creating a database. Students will be proficient in writing basic queries in the structured query language (SQL) and have a general understanding of relational database theory including normalization. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Catherine Blake,"['/Business & Industrial', '/Jobs & Education/Education/Training & Certification']","['PERSON', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER']","['students', 'course', 'training', 'database design', 'course students', 'topics', 'SQL', 'integrity', 'data integrity constraints', 'entity-relationship diagrams', 'importance', 'data model', 'database', 'queries', 'information studies', 'understanding', 'computers', 'relational database theory', 'investigation', 'others', 'Class Schedule Information', 'community information systems', 'information policy', 'information creation', 'dissemination', 'contexts', 'culture', 'undergraduates', 'junior standing', 'Prerequisite', 'normalization', 'consent', 'field trip fee', 'Class materials fee', 'Course Information', 'instructor', 'communication', 'knowledge', 'evaluation', 'retrieval', 'production', 'fees', 'Class Schedule.']"
127,490DBO,Introduction to Databases,"Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.",Kevin Trainor,[],"['OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'WORK_OF_ART', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON']","['topics', 'information studies', 'investigation', 'others', 'contexts', 'information creation', 'dissemination', 'communication', 'computers', 'evaluation', 'knowledge', 'retrieval', 'production', 'community information systems', 'information policy', 'culture', 'Course Information', 'Class Schedule Information', 'fees', 'junior standing', 'consent', 'instructor', 'Class Schedule.', 'Class materials fee', 'field trip fee', 'Prerequisite', 'undergraduates']"
128,490GHU, Global Health Informatics,"The course will examine the current state of global health informatics from both a local and global perspective, including opportunities and challenges. Focus will be placed on the transition from paper-based records to electronic systems, with a particular emphasis on large international open-source initiatives and use of mobile devices. Guest speakers will share their experiences with WHO, international education based on mobile devices, and regulatory issues. Meets with IS 590 GHG. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Ian Brooks,['/Jobs & Education/Education/Colleges & Universities'],"['OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'CONSUMER_GOOD', 'CONSUMER_GOOD', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER']","['health informatics', 'course', 'state', 'perspective', 'challenges', 'opportunities', 'Focus', 'topics', 'Guest speakers', 'systems', 'records', 'emphasis', 'transition', 'experiences', 'devices', 'mobile devices', 'community information systems', 'computers', 'issues', 'Meets', 'GHG', 'others', 'information studies', 'investigation', 'use', 'initiatives', 'education', 'Class Schedule Information', 'contexts', 'information creation', 'dissemination', 'culture', 'information policy', 'undergraduates', 'junior standing', 'Prerequisite', 'WHO', 'field trip fee', 'Class materials fee', 'Course Information', 'Class Schedule.', 'consent', 'instructor', 'communication', 'knowledge', 'evaluation', 'retrieval', 'production', 'fees']"
129,490GI,Geographic Information Systems,"This course introduces geographic information systems in the broader context of information management in business, government, and civil society. It highlights the importance of location and information about location across these realms. In addition to substantial hands-on work with traditional geographic information systems software, the course will provide exposure to other systems of people, processes, hardware, and software for collecting, managing, analyzing, and visualizing information about locations on the surface of the earth. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Charles Linville,['/Jobs & Education/Education'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'EVENT', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER']","['information systems', 'course', 'context', 'information management', 'business', 'government', 'society', 'topics', 'information', 'importance', 'location', 'location', 'information', 'geographic information systems software', 'realms', 'addition', 'work', 'systems', 'locations', 'course', 'software', 'Class Schedule Information', 'computers', 'contexts', 'surface', 'earth', 'information studies', 'investigation', 'processes', 'people', 'hardware', 'others', 'information creation', 'dissemination', 'culture', 'information policy', 'exposure', 'undergraduates', 'junior standing', 'Prerequisite', 'Course Information', 'field trip fee', 'Class materials fee', 'Class Schedule.', 'consent', 'instructor', 'community information systems', 'communication', 'knowledge', 'evaluation', 'retrieval', 'production', 'fees']"
130,490ITG,Geographic Information Systems,"This course introduces geographic information systems in the broader context of information management in business, government, and civil society. It highlights the importance of location and information about location across these realms. In addition to substantial hands-on work with traditional geographic information systems software, the course will provide exposure to other systems of people, processes, hardware, and software for collecting, managing, analyzing, and visualizing information about locations on the surface of the earth. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Charles Linville,['/Jobs & Education/Education'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'EVENT', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER']","['information systems', 'course', 'context', 'information management', 'business', 'government', 'society', 'topics', 'information', 'importance', 'location', 'location', 'information', 'geographic information systems software', 'realms', 'addition', 'work', 'systems', 'locations', 'course', 'software', 'Class Schedule Information', 'computers', 'contexts', 'surface', 'earth', 'information studies', 'investigation', 'processes', 'people', 'hardware', 'others', 'information creation', 'dissemination', 'culture', 'information policy', 'exposure', 'undergraduates', 'junior standing', 'Prerequisite', 'Course Information', 'field trip fee', 'Class materials fee', 'Class Schedule.', 'consent', 'instructor', 'community information systems', 'communication', 'knowledge', 'evaluation', 'retrieval', 'production', 'fees']"
131,490ITU,Entrepreneurial IT Design,"Introduces students to a range of rapid prototyping techniques and methods to analyze needs, opportunities and design spaces. Students will work in teams to develop ideas for novel computational devices or applications to meet identified needs. Covers the interlinked entrepreneurial skills of identifying an unmet need, exploiting technological opportunities, exploring a design space to refine an idea, and communicating a design vision through demonstrations with prototypes and proofs of concept. This enables developers to show how their envisaged working interactive technology will be used productively in a particular real-life context. Communicating the vision of computational devices is a challenge because dynamic use in context is hard for people other than the device's developers to imagine. The ability to produce convincing, clear, powerful demonstrations even at the early stages of a project is a highly valuable entrepreneurial skill, and also highly applicable within an organiza Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Michael Twidale,['/Jobs & Education/Education'],"['OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'PERSON', 'OTHER', 'ORGANIZATION', 'OTHER', 'ORGANIZATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'ORGANIZATION', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'PERSON', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER']","['communication', 'students', 'needs', 'prototyping techniques', 'opportunities', 'design spaces', 'range', 'methods', 'devices', 'Students', 'ideas', 'teams', 'applications', 'developers', 'topics', 'needs', 'need', 'design vision', 'idea', 'design space', 'opportunities', 'skills', 'demonstrations', 'Covers', 'technology', 'challenge', 'device', 'devices', 'context', 'context', 'use', 'information studies', 'developers', 'vision', 'prototypes', 'demonstrations', 'Course Information', 'people', 'proofs', 'concept', 'Class Schedule Information', 'stages', 'project', 'investigation', 'organiza', 'knowledge', 'evaluation', 'fees', 'field trip fee', 'Class materials fee', 'Class Schedule.', 'Prerequisite', 'junior standing', 'undergraduates', 'consent', 'instructor', 'contexts', 'computers', 'community information systems', 'production', 'retrieval', 'information policy', 'culture', 'dissemination', 'information creation', 'others']"
132,490SMG, Social Media and Global Change,"2 or 4 credits. This course covers the impact of global and national computer networks on politics, culture, and social relations during a time of upheaval and revolutionary change. Topics may include the new social media, the politics and culture of the internet, hacktivism, cyber warfare, and mobile telephony and their role in the formation, dissemination, manipulation, and suppression of public opinion in Russia/Eurasia, the China/Pacific region, Central/South America, as well as Africa, Iran, and the Middle East. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Damian Duffy,['/Jobs & Education/Education/Colleges & Universities'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER']","['credits', 'social media', 'politics', 'culture', 'computer networks', 'relations', 'course', 'topics', 'Eurasia', 'impact', 'Topics', 'politics', 'culture', 'change', 'upheaval', 'internet', 'hacktivism', 'cyber warfare', 'computers', 'culture', 'dissemination', 'dissemination', 'investigation', 'formation', 'opinion', 'suppression', 'manipulation', 'role', 'mobile telephony', 'Class Schedule Information', 'information creation', 'information studies', 'others', 'contexts', 'undergraduates', 'Prerequisite', 'Africa', 'Iran', 'Central', 'South America', 'Middle East', 'Pacific', 'Russia', 'China', 'field trip fee', 'Class materials fee', 'Class Schedule.', 'Course Information', 'junior standing', 'consent', 'instructor', 'information policy', 'communication', 'knowledge', 'evaluation', 'retrieval', 'production', 'community information systems', 'fees']"
133,490SMU, Social Media and Global Change,"2 or 4 credits. This course covers the impact of global and national computer networks on politics, culture, and social relations during a time of upheaval and revolutionary change. Topics may include the new social media, the politics and culture of the internet, hacktivism, cyber warfare, and mobile telephony and their role in the formation, dissemination, manipulation, and suppression of public opinion in Russia/Eurasia, the China/Pacific region, Central/South America, as well as Africa, Iran, and the Middle East. Directed and supervised investigation of selected topics in information studies that may include among others the social, political, and historical contexts of information creation and dissemination; computers and culture; information policy; community information systems; production, retrieval and evaluation of knowledge; computer-mediated communication. Course Information: Additional fees may apply. See Class Schedule. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated. Prerequisite: For undergraduates, junior standing and IS 202, or consent of instructor. Class Schedule Information: Class materials fee or field trip fee may be required.
",Damian Duffy,['/Jobs & Education/Education/Colleges & Universities'],"['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'EVENT', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER']","['credits', 'social media', 'politics', 'culture', 'computer networks', 'relations', 'course', 'topics', 'Eurasia', 'impact', 'Topics', 'politics', 'culture', 'change', 'upheaval', 'internet', 'hacktivism', 'cyber warfare', 'computers', 'culture', 'dissemination', 'dissemination', 'investigation', 'formation', 'opinion', 'suppression', 'manipulation', 'role', 'mobile telephony', 'Class Schedule Information', 'information creation', 'information studies', 'others', 'contexts', 'undergraduates', 'Prerequisite', 'Africa', 'Iran', 'Central', 'South America', 'Middle East', 'Pacific', 'Russia', 'China', 'field trip fee', 'Class materials fee', 'Class Schedule.', 'Course Information', 'junior standing', 'consent', 'instructor', 'information policy', 'communication', 'knowledge', 'evaluation', 'retrieval', 'production', 'community information systems', 'fees']"
