,Course1,Course2,Common Entities
2612,531AO,586AO,"['range', 'problems', 'management']"
2613,531AO,590AT,['scholarship']
2614,531AO,590CA,['value']
2615,531AO,590DHO,['scholarship']
2616,531AO,390CC,"['science', 'retrieval']"
2617,531AO,390RGI,"['retrieval', 'science', 'policies']"
2618,531AO,390W1A,"['science', 'retrieval']"
2619,531AO,390W1B,"['science', 'retrieval']"
2620,531AO,458AO,['issues']
2621,531AO,461AG,"['activities', 'retrieval']"
2622,531AO,461AO,"['activities', 'retrieval']"
2623,531AO,461AU,"['activities', 'retrieval']"
2624,531AO,462G4,"['issues', 'policies']"
2625,531AO,462UG3,"['issues', 'policies']"
2626,531AO,490DB,['retrieval']
2627,531AO,490DBO,['retrieval']
2628,531AO,490GHU,"['issues', 'education', 'retrieval']"
2629,531AO,490GI,['retrieval']
2630,531AO,490ITG,['retrieval']
2631,531AO,490ITU,"['range', 'retrieval']"
2632,531AO,490SMG,['retrieval']
2633,531AO,490SMU,['retrieval']
2634,531AO,490TEO,"['management', 'retrieval']"
2635,531AO,501A,"['science', 'retrieval']"
2636,531AO,501AO,"['science', 'retrieval']"
2637,531AO,501AO2,"['science', 'retrieval']"
2638,531AO,501B,"['science', 'retrieval']"
2639,531AO,502A,"['issues', 'science']"
2640,531AO,502AO,"['issues', 'science']"
2641,531AO,502AO2,"['issues', 'science']"
2642,531AO,502AO3,"['issues', 'science']"
2643,532A,532AO,"['CS 513', 'Data cleaning', 'schema-level', 'data lifecycle', 'techniques', 'cleansing', 'data quality issues', 'data quality', 'data curation', 'tools', 'cleaning', 'database community', 'analysis', 'communities']"
2644,532A,540A,['techniques']
2645,532A,543A,['tools']
2646,532A,543B,['tools']
2647,532A,543C,['tools']
2648,532A,586A,['tools']
2649,532A,586AO,['tools']
2650,532A,590BAO,['techniques']
2651,532A,590BBO,['tools']
2652,532A,590CRO,['techniques']
2653,532A,590DHO,['tools']
2654,532A,590DT,['techniques']
2655,532A,457IDG,['tools']
2656,532A,457IDU,['tools']
2657,532A,502A,['communities']
2658,532A,502AO,['communities']
2659,532A,502AO2,['communities']
2660,532A,502AO3,['communities']
2661,532AO,540A,['techniques']
2662,532AO,543A,['tools']
2663,532AO,543B,['tools']
2664,532AO,543C,['tools']
2665,532AO,586A,['tools']
2666,532AO,586AO,['tools']
2667,532AO,590BAO,['techniques']
2668,532AO,590BBO,['tools']
2669,532AO,590CRO,['techniques']
2670,532AO,590DHO,['tools']
2671,532AO,590DT,"['techniques', 'process']"
2672,532AO,457IDG,['tools']
2673,532AO,457IDU,['tools']
2674,532AO,502A,['communities']
2675,532AO,502AO,['communities']
2676,532AO,502AO2,['communities']
2677,532AO,502AO3,['communities']
2678,539A,539AO,"['insights', 'research services', 'research problems', 'Information professionals', 'deliverables', 'knowledge', 'firms', 'basics', 'trends', 'methodologies', 'researchers', 'research consulting', 'approaches', 'recommendations', 'decision making']"
2679,539A,540A,"['recommendations', 'deliverables']"
2680,539A,542A,['decision making']
2681,539A,542B,['decision making']
2682,539A,543A,['knowledge']
2683,539A,543B,['knowledge']
2684,539A,543C,['knowledge']
2685,539A,586A,"['research problems', 'approaches']"
2686,539A,586AO,"['research problems', 'approaches']"
2687,539A,590BBO,['knowledge']
2688,539A,590DT,['approaches']
2689,539A,390CC,['knowledge']
2690,539A,390RGI,['knowledge']
2691,539A,390W1A,['knowledge']
2692,539A,390W1B,['knowledge']
2693,539A,409AG,['approaches']
2694,539A,409AO,['approaches']
2695,539A,409AO2,['approaches']
2696,539A,409AU,['approaches']
2697,539A,451A,['knowledge']
2698,539A,451AO,['knowledge']
2699,539A,457IDG,['approaches']
2700,539A,457IDU,['approaches']
2701,539A,462G4,['approaches']
2702,539A,462UG3,['approaches']
2703,539A,490DB,['knowledge']
2704,539A,490DBO,['knowledge']
2705,539A,490GHU,['knowledge']
2706,539A,490GI,['knowledge']
2707,539A,490ITG,['knowledge']
2708,539A,490ITU,['knowledge']
2709,539A,490SMG,['knowledge']
2710,539A,490SMU,['knowledge']
2711,539A,490TEO,['knowledge']
2712,539A,501A,['knowledge']
2713,539A,501AO,['knowledge']
2714,539A,501AO2,['knowledge']
2715,539A,501B,['knowledge']
2716,539AO,540A,"['recommendations', 'deliverables']"
2717,539AO,542A,['decision making']
2718,539AO,542B,['decision making']
2719,539AO,543A,['knowledge']
2720,539AO,543B,['knowledge']
2721,539AO,543C,['knowledge']
2722,539AO,586A,"['research problems', 'approaches']"
2723,539AO,586AO,"['research problems', 'approaches']"
2724,539AO,590BBO,['knowledge']
2725,539AO,590DT,['approaches']
2726,539AO,390CC,['knowledge']
2727,539AO,390RGI,['knowledge']
2728,539AO,390W1A,['knowledge']
2729,539AO,390W1B,['knowledge']
2730,539AO,409AG,['approaches']
2731,539AO,409AO,['approaches']
2732,539AO,409AO2,['approaches']
2733,539AO,409AU,['approaches']
2734,539AO,451A,['knowledge']
2735,539AO,451AO,['knowledge']
2736,539AO,457IDG,['approaches']
2737,539AO,457IDU,['approaches']
2738,539AO,462G4,['approaches']
2739,539AO,462UG3,['approaches']
2740,539AO,490DB,['knowledge']
2741,539AO,490DBO,['knowledge']
2742,539AO,490GHU,['knowledge']
2743,539AO,490GI,['knowledge']
2744,539AO,490ITG,['knowledge']
2745,539AO,490ITU,['knowledge']
2746,539AO,490SMG,['knowledge']
2747,539AO,490SMU,['knowledge']
2748,539AO,490TEO,['knowledge']
2749,539AO,501A,['knowledge']
2750,539AO,501AO,['knowledge']
2751,539AO,501AO2,['knowledge']
2752,539AO,501B,['knowledge']
2753,540A,547AO,['skills']
2754,540A,559A,"['Students', 'skills']"
2755,540A,560AO,['Students']
2756,540A,568AO,['Students']
2757,540A,590AT,['topics']
2758,540A,590BAO,"['Students', 'techniques']"
2759,540A,590BBO,['Students']
2760,540A,590CRO,"['Students', 'techniques']"
2761,540A,590DHO,"['skills', 'projects', 'terms']"
2762,540A,590DT,['techniques']
2763,540A,390CC,['topics']
2764,540A,390RGI,['topics']
2765,540A,390W1A,"['Students', 'topics']"
2766,540A,390W1B,"['Students', 'topics']"
2767,540A,409AG,"['learning', 'emphasis']"
2768,540A,409AO,"['learning', 'emphasis']"
2769,540A,409AO2,"['learning', 'emphasis']"
2770,540A,409AU,"['learning', 'emphasis']"
2771,540A,418AO,['projects']
2772,540A,418AU,['projects']
2773,540A,451A,['topics']
2774,540A,451AO,['topics']
2775,540A,457IDG,"['class', 'skills']"
2776,540A,457IDU,"['class', 'skills']"
2777,540A,458AO,['Students']
2778,540A,461AG,['Students']
2779,540A,461AO,['Students']
2780,540A,461AU,['Students']
2781,540A,462G4,['Students']
2782,540A,462UG3,['Students']
2783,540A,490DB,['topics']
2784,540A,490DBO,['topics']
2785,540A,490GHU,"['emphasis', 'topics']"
2786,540A,490GI,['topics']
2787,540A,490ITG,['topics']
2788,540A,490ITU,"['Students', 'teams', 'skills', 'topics']"
2789,540A,490SMG,['topics']
2790,540A,490SMU,['topics']
2791,540A,490TEO,"['skills', 'projects', 'topics']"
2792,540A,501A,['approval']
2793,540A,501B,['approval']
2794,542A,542B,"['decision making', 'e.g. prediction', 'application', 'model selection', 'models', 'focus', 'data reduction', 'information quality', 'degree', 'Applications', 'extensions', 'information management', 'results', 'model quality', 'tasks', 'probability theory', 'MSIM', 'unsupervised learning']"
2795,542A,543A,"['degree', 'MSIM']"
2796,542A,543B,"['degree', 'MSIM']"
2797,542A,543C,"['degree', 'MSIM']"
2798,542A,561A,"['degree', 'MSIM', 'information management']"
2799,542A,561AO,"['degree', 'MSIM', 'information management']"
2800,542A,561B,"['degree', 'MSIM', 'information management']"
2801,542A,562AO,['application']
2802,542A,590DHO,['results']
2803,542A,590DT,['tasks']
2804,542A,461AG,['information management']
2805,542A,461AO,['information management']
2806,542A,461AU,['information management']
2807,542A,490GI,['information management']
2808,542A,490ITG,['information management']
2809,542A,502A,['models']
2810,542A,502AO,['models']
2811,542A,502AO2,['models']
2812,542A,502AO3,['models']
2813,542B,543A,"['degree', 'MSIM']"
2814,542B,543B,"['degree', 'MSIM']"
2815,542B,543C,"['degree', 'MSIM']"
2816,542B,561A,"['degree', 'MSIM', 'information management']"
2817,542B,561AO,"['degree', 'MSIM', 'information management']"
2818,542B,561B,"['degree', 'MSIM', 'information management']"
2819,542B,562AO,['application']
2820,542B,590DHO,['results']
2821,542B,590DT,['tasks']
2822,542B,461AG,['information management']
2823,542B,461AO,['information management']
2824,542B,461AU,['information management']
2825,542B,490GI,['information management']
2826,542B,490ITG,['information management']
2827,542B,502A,['models']
2828,542B,502AO,['models']
2829,542B,502AO2,['models']
2830,542B,502AO3,['models']
2831,543A,543B,"['totality', 'matters', 'IT modeling', 'participants', 'design', 'knowledge', 'degree', 'IT design', 'information technologies', 'success', 'experience', 'costs', 'management', 'ability', 'tools', 'dimensions', 'benefits', 'MSIM', 'integration', 'character']"
2832,543A,543C,"['totality', 'matters', 'IT modeling', 'participants', 'design', 'knowledge', 'degree', 'IT design', 'information technologies', 'success', 'experience', 'costs', 'management', 'ability', 'tools', 'dimensions', 'benefits', 'MSIM', 'integration', 'character']"
2833,543A,547AO,['ability']
2834,543A,561A,"['degree', 'MSIM']"
2835,543A,561AO,"['degree', 'MSIM']"
2836,543A,561B,"['degree', 'MSIM']"
2837,543A,562AO,"['experience', 'design']"
2838,543A,581AO,['information technologies']
2839,543A,586A,"['tools', 'management']"
2840,543A,586AO,"['tools', 'management']"
2841,543A,590BAO,['experience']
2842,543A,590BBO,"['knowledge', 'tools']"
2843,543A,590CA,['experience']
2844,543A,590CRO,['dimensions']
2845,543A,590DHO,['tools']
2846,543A,590DT,['experience']
2847,543A,390CC,"['knowledge', 'integration']"
2848,543A,390RGI,"['knowledge', 'benefits', 'ability']"
2849,543A,390W1A,['knowledge']
2850,543A,390W1B,['knowledge']
2851,543A,404AG,['ability']
2852,543A,404AO,['ability']
2853,543A,404AU,['ability']
2854,543A,445AG,['ability']
2855,543A,445AO,['ability']
2856,543A,445AU,['ability']
2857,543A,451A,['knowledge']
2858,543A,451AO,['knowledge']
2859,543A,457IDG,['tools']
2860,543A,457IDU,['tools']
2861,543A,461AG,"['information technologies', 'design']"
2862,543A,461AO,"['information technologies', 'design']"
2863,543A,461AU,"['information technologies', 'design']"
2864,543A,490DB,['knowledge']
2865,543A,490DBO,['knowledge']
2866,543A,490GHU,['knowledge']
2867,543A,490GI,['knowledge']
2868,543A,490ITG,['knowledge']
2869,543A,490ITU,['knowledge']
2870,543A,490SMG,['knowledge']
2871,543A,490SMU,['knowledge']
2872,543A,490TEO,"['knowledge', 'management']"
2873,543A,501A,['knowledge']
2874,543A,501AO,['knowledge']
2875,543A,501AO2,['knowledge']
2876,543A,501B,['knowledge']
2877,543B,543C,"['totality', 'matters', 'IT modeling', 'participants', 'design', 'knowledge', 'degree', 'IT design', 'information technologies', 'success', 'experience', 'costs', 'management', 'ability', 'tools', 'dimensions', 'benefits', 'MSIM', 'integration', 'character']"
2878,543B,547AO,['ability']
2879,543B,561A,"['degree', 'MSIM']"
2880,543B,561AO,"['degree', 'MSIM']"
2881,543B,561B,"['degree', 'MSIM']"
2882,543B,562AO,"['experience', 'design']"
2883,543B,581AO,['information technologies']
2884,543B,586A,"['tools', 'management']"
2885,543B,586AO,"['tools', 'management']"
2886,543B,590BAO,['experience']
2887,543B,590BBO,"['knowledge', 'tools']"
2888,543B,590CA,['experience']
2889,543B,590CRO,['dimensions']
2890,543B,590DHO,['tools']
2891,543B,590DT,['experience']
2892,543B,390CC,"['knowledge', 'integration']"
2893,543B,390RGI,"['knowledge', 'benefits', 'ability']"
2894,543B,390W1A,['knowledge']
2895,543B,390W1B,['knowledge']
2896,543B,404AG,['ability']
2897,543B,404AO,['ability']
2898,543B,404AU,['ability']
2899,543B,445AG,['ability']
2900,543B,445AO,['ability']
2901,543B,445AU,['ability']
2902,543B,451A,['knowledge']
2903,543B,451AO,['knowledge']
2904,543B,457IDG,['tools']
2905,543B,457IDU,['tools']
2906,543B,461AG,"['information technologies', 'design']"
2907,543B,461AO,"['information technologies', 'design']"
2908,543B,461AU,"['information technologies', 'design']"
2909,543B,490DB,['knowledge']
2910,543B,490DBO,['knowledge']
2911,543B,490GHU,['knowledge']
2912,543B,490GI,['knowledge']
2913,543B,490ITG,['knowledge']
2914,543B,490ITU,['knowledge']
2915,543B,490SMG,['knowledge']
2916,543B,490SMU,['knowledge']
2917,543B,490TEO,"['knowledge', 'management']"
2918,543B,501A,['knowledge']
2919,543B,501AO,['knowledge']
2920,543B,501AO2,['knowledge']
2921,543B,501B,['knowledge']
2922,543C,547AO,['ability']
2923,543C,561A,"['degree', 'MSIM']"
2924,543C,561AO,"['degree', 'MSIM']"
2925,543C,561B,"['degree', 'MSIM']"
2926,543C,562AO,"['experience', 'design']"
2927,543C,581AO,['information technologies']
2928,543C,586A,"['tools', 'management']"
2929,543C,586AO,"['tools', 'management']"
2930,543C,590BAO,['experience']
2931,543C,590BBO,"['knowledge', 'tools']"
2932,543C,590CA,['experience']
2933,543C,590CRO,['dimensions']
2934,543C,590DHO,['tools']
2935,543C,590DT,['experience']
2936,543C,390CC,"['knowledge', 'integration']"
2937,543C,390RGI,"['knowledge', 'benefits', 'ability']"
2938,543C,390W1A,['knowledge']
2939,543C,390W1B,['knowledge']
2940,543C,404AG,['ability']
2941,543C,404AO,['ability']
2942,543C,404AU,['ability']
2943,543C,445AG,['ability']
2944,543C,445AO,['ability']
2945,543C,445AU,['ability']
2946,543C,451A,['knowledge']
2947,543C,451AO,['knowledge']
2948,543C,457IDG,['tools']
2949,543C,457IDU,['tools']
2950,543C,461AG,"['information technologies', 'design']"
2951,543C,461AO,"['information technologies', 'design']"
2952,543C,461AU,"['information technologies', 'design']"
2953,543C,490DB,['knowledge']
2954,543C,490DBO,['knowledge']
2955,543C,490GHU,['knowledge']
2956,543C,490GI,['knowledge']
2957,543C,490ITG,['knowledge']
2958,543C,490ITU,['knowledge']
2959,543C,490SMG,['knowledge']
2960,543C,490SMU,['knowledge']
2961,543C,490TEO,"['knowledge', 'management']"
2962,543C,501A,['knowledge']
2963,543C,501AO,['knowledge']
2964,543C,501AO2,['knowledge']
2965,543C,501B,['knowledge']
2966,545AO,547AO,"['issues', 'populations']"
2967,545AO,559A,['theories']
2968,545AO,562AO,['issues']
2969,545AO,567AO,"['issues', 'librarianship']"
2970,545AO,568AO,"['field', 'issues', 'librarianship']"
2971,545AO,580AO,['issues']
2972,545AO,581AO,"['Topics', 'issues', 'advocacy']"
2973,545AO,583A,['field']
2974,545AO,586A,['Topics']
2975,545AO,586AO,['Topics']
2976,545AO,590AT,['work']
2977,545AO,590CA,['work']
2978,545AO,390CC,['work']
2979,545AO,390RGI,['work']
2980,545AO,390W1A,"['Topics', 'work']"
2981,545AO,390W1B,"['Topics', 'work']"
2982,545AO,409AG,['theories']
2983,545AO,409AO,['theories']
2984,545AO,409AO2,['theories']
2985,545AO,409AU,['theories']
2986,545AO,457IDG,['work']
2987,545AO,457IDU,['work']
2988,545AO,458AO,['issues']
2989,545AO,461AG,['activities']
2990,545AO,461AO,['activities']
2991,545AO,461AU,['activities']
2992,545AO,462G4,['issues']
2993,545AO,462UG3,['issues']
2994,545AO,490GHU,['issues']
2995,545AO,490GI,['work']
2996,545AO,490ITG,['work']
2997,545AO,490SMG,['Topics']
2998,545AO,490SMU,['Topics']
2999,545AO,502A,"['issues', 'freedom']"
3000,545AO,502AO,"['issues', 'freedom']"
3001,545AO,502AO2,"['issues', 'freedom']"
3002,545AO,502AO3,"['issues', 'freedom']"
3003,547AO,548A,"['visits', 'discussion']"
3004,547AO,559A,['skills']
3005,547AO,560AO,['access']
3006,547AO,562AO,['issues']
3007,547AO,567AO,"['issues', 'education', 'information professionals']"
3008,547AO,568AO,"['issues', 'services']"
3009,547AO,580AO,['issues']
3010,547AO,581AO,"['issues', 'access', 'discussion']"
3011,547AO,582AO,"['range', 'services', 'access']"
3012,547AO,586A,['range']
3013,547AO,586AO,['range']
3014,547AO,590AT,['literacy']
3015,547AO,590BBO,"['readings', 'visits']"
3016,547AO,590CRO,['readings']
3017,547AO,590DHO,"['skills', 'discussion']"
3018,547AO,390RGI,"['ethnicity', 'gender', 'ability', 'age', 'programs', 'race']"
3019,547AO,404AG,['ability']
3020,547AO,404AO,['ability']
3021,547AO,404AU,['ability']
3022,547AO,418AO,['information professionals']
3023,547AO,418AU,['information professionals']
3024,547AO,445AG,['ability']
3025,547AO,445AO,['ability']
3026,547AO,445AU,['ability']
3027,547AO,457IDG,"['skills', 'programs', 'language']"
3028,547AO,457IDU,"['skills', 'programs', 'language']"
3029,547AO,458AO,['issues']
3030,547AO,461AG,['access']
3031,547AO,461AO,['access']
3032,547AO,461AU,['access']
3033,547AO,462G4,"['issues', 'services']"
3034,547AO,462UG3,"['issues', 'services']"
3035,547AO,490GHU,"['issues', 'education']"
3036,547AO,490ITU,"['range', 'skills']"
3037,547AO,490TEO,['skills']
3038,547AO,501A,"['access', 'information services']"
3039,547AO,501AO,"['access', 'information services']"
3040,547AO,501AO2,"['access', 'information services']"
3041,547AO,501B,"['access', 'information services']"
3042,547AO,502A,"['issues', 'literacy']"
3043,547AO,502AO,"['issues', 'literacy']"
3044,547AO,502AO2,"['issues', 'literacy']"
3045,547AO,502AO3,"['issues', 'literacy']"
3046,548A,559A,['concepts']
3047,548A,560AO,['library']
3048,548A,581AO,"['discussion', 'collections']"
3049,548A,582AO,"['collections', 'users']"
3050,548A,590BBO,['visits']
3051,548A,590DHO,"['concepts', 'discussion']"
3052,548A,590DT,['patterns']
3053,548A,451A,['concepts']
3054,548A,451AO,['concepts']
3055,548A,452AG,['concepts']
3056,548A,452AO,['concepts']
3057,548A,452AU,['concepts']
3058,548A,452BG,['concepts']
3059,548A,452BU,['concepts']
3060,548A,458AO,['concepts']
3061,548A,461AG,['collections']
3062,548A,461AO,['collections']
3063,548A,461AU,['collections']
3064,548A,462G4,['concepts']
3065,548A,462UG3,['concepts']
3066,548A,490TEO,['concepts']
3067,548A,501A,['library']
3068,548A,501AO,['library']
3069,548A,501AO2,['library']
3070,548A,501B,['library']
3071,548A,502A,"['users', 'library']"
3072,548A,502AO,"['users', 'library']"
3073,548A,502AO2,"['users', 'library']"
3074,548A,502AO3,"['users', 'library']"
3075,559A,560AO,['Students']
3076,559A,561A,['methods']
3077,559A,561AO,['methods']
3078,559A,561B,['methods']
3079,559A,568AO,['Students']
3080,559A,586A,['methods']
3081,559A,586AO,['methods']
3082,559A,587A,['interactions']
3083,559A,590BAO,['Students']
3084,559A,590BBO,['Students']
3085,559A,590CRO,['Students']
3086,559A,590DHO,"['methods', 'skills', 'concepts']"
3087,559A,390W1A,['Students']
3088,559A,390W1B,['Students']
3089,559A,409AG,['theories']
3090,559A,409AO,['theories']
3091,559A,409AO2,['theories']
3092,559A,409AU,['theories']
3093,559A,451A,['concepts']
3094,559A,451AO,['concepts']
3095,559A,452AG,"['concepts', 'applications']"
3096,559A,452AO,"['concepts', 'applications']"
3097,559A,452AU,"['concepts', 'applications']"
3098,559A,452BG,"['concepts', 'applications']"
3099,559A,452BU,"['concepts', 'applications']"
3100,559A,457IDG,['skills']
3101,559A,457IDU,['skills']
3102,559A,458AO,"['methods', 'Students', 'concepts']"
3103,559A,461AG,['Students']
3104,559A,461AO,['Students']
3105,559A,461AU,['Students']
3106,559A,462G4,"['Students', 'concepts']"
3107,559A,462UG3,"['Students', 'concepts']"
3108,559A,490ITU,"['methods', 'Students', 'skills', 'applications']"
3109,559A,490TEO,"['methods', 'skills', 'concepts']"
3110,559A,501A,['methods']
3111,559A,501AO,['methods']
3112,559A,501AO2,['methods']
3113,559A,501B,['methods']
3114,560AO,561A,['enrollment']
3115,560AO,561AO,['enrollment']
3116,560AO,561B,['enrollment']
3117,560AO,562AO,"['consent', 'instructor', 'examination']"
3118,560AO,567AO,['history']
3119,560AO,568AO,['Students']
3120,560AO,581AO,"['access', 'programming']"
3121,560AO,582AO,['access']
3122,560AO,583A,['research']
3123,560AO,590BAO,['Students']
3124,560AO,590BBO,"['Students', 'history']"
3125,560AO,590CA,"['consent', 'instructor']"
3126,560AO,590CRO,"['Students', 'history']"
3127,560AO,590DHO,"['technologies', 'history', 'research']"
3128,560AO,390RGI,"['technologies', 'review']"
3129,560AO,390W1A,"['Students', 'technologies', 'history']"
3130,560AO,390W1B,"['Students', 'technologies', 'history']"
3131,560AO,404AG,['consent']
3132,560AO,404AO,"['consent', 'instructor']"
3133,560AO,404AU,"['consent', 'instructor']"
3134,560AO,418AO,['research']
3135,560AO,418AU,['research']
3136,560AO,451A,"['technologies', 'Course', 'competency']"
3137,560AO,451AO,"['technologies', 'Course', 'competency']"
3138,560AO,457IDG,['technologies']
3139,560AO,457IDU,['technologies']
3140,560AO,458AO,"['Students', 'research']"
3141,560AO,461AG,"['consent', 'Students', 'access', 'instructor']"
3142,560AO,461AO,"['consent', 'Students', 'access', 'instructor']"
3143,560AO,461AU,"['consent', 'Students', 'access', 'instructor']"
3144,560AO,462G4,"['Students', 'technologies']"
3145,560AO,462UG3,"['Students', 'technologies']"
3146,560AO,490DB,"['consent', 'instructor']"
3147,560AO,490DBO,"['consent', 'instructor']"
3148,560AO,490GHU,"['consent', 'instructor']"
3149,560AO,490GI,"['consent', 'instructor']"
3150,560AO,490ITG,"['consent', 'instructor']"
3151,560AO,490ITU,"['consent', 'Students', 'instructor']"
3152,560AO,490SMG,"['consent', 'instructor']"
3153,560AO,490SMU,"['consent', 'instructor']"
3154,560AO,490TEO,"['consent', 'instructor']"
3155,560AO,501A,"['access', 'library']"
3156,560AO,501AO,"['access', 'library']"
3157,560AO,501AO2,"['access', 'library']"
3158,560AO,501B,"['access', 'library']"
3159,560AO,502A,['library']
3160,560AO,502AO,['library']
3161,560AO,502AO2,['library']
3162,560AO,502AO3,['library']
3163,561A,561AO,"['information modeling', 'modeling', 'RDF', 'degree', 'MSLIS', 'information management', 'markup systems', 'Implementations', 'framework', 'semantic web technologies', 'information modeling methods', 'delivery systems', 'entities', 'diagrams', 'enrollment', 'EER', 'library applications', 'ontologies', 'methods', 'foundations', 'MSIM', 'relational database design', 'ER', 'relations', 'UML', 'semantic web languages', 'OWL', 'XML markup languages', 'logic', 'order logic', 'grammars']"
3164,561A,561B,"['information modeling', 'modeling', 'RDF', 'degree', 'MSLIS', 'information management', 'markup systems', 'Implementations', 'framework', 'semantic web technologies', 'information modeling methods', 'delivery systems', 'entities', 'diagrams', 'enrollment', 'EER', 'library applications', 'ontologies', 'methods', 'foundations', 'MSIM', 'relational database design', 'ER', 'relations', 'UML', 'semantic web languages', 'OWL', 'XML markup languages', 'logic', 'order logic', 'grammars']"
3165,561A,586A,['methods']
3166,561A,586AO,['methods']
3167,561A,587A,['foundations']
3168,561A,590BAO,['modeling']
3169,561A,590CA,['framework']
3170,561A,590DHO,['methods']
3171,561A,590DT,['modeling']
3172,561A,390RGI,['relations']
3173,561A,458AO,['methods']
3174,561A,461AG,['information management']
3175,561A,461AO,['information management']
3176,561A,461AU,['information management']
3177,561A,490GI,['information management']
3178,561A,490ITG,['information management']
3179,561A,490ITU,['methods']
3180,561A,490SMG,['relations']
3181,561A,490SMU,['relations']
3182,561A,490TEO,['methods']
3183,561A,501A,['methods']
3184,561A,501AO,['methods']
3185,561A,501AO2,['methods']
3186,561A,501B,['methods']
3187,561AO,561B,"['information modeling', 'modeling', 'RDF', 'degree', 'MSLIS', 'information management', 'markup systems', 'Implementations', 'framework', 'semantic web technologies', 'information modeling methods', 'delivery systems', 'entities', 'diagrams', 'enrollment', 'EER', 'library applications', 'ontologies', 'methods', 'foundations', 'MSIM', 'relational database design', 'ER', 'relations', 'UML', 'semantic web languages', 'OWL', 'XML markup languages', 'logic', 'order logic', 'grammars']"
3188,561AO,586A,['methods']
3189,561AO,586AO,['methods']
3190,561AO,587A,['foundations']
3191,561AO,590BAO,['modeling']
3192,561AO,590CA,['framework']
3193,561AO,590DHO,['methods']
3194,561AO,590DT,['modeling']
3195,561AO,390RGI,['relations']
3196,561AO,458AO,['methods']
3197,561AO,461AG,['information management']
3198,561AO,461AO,['information management']
3199,561AO,461AU,['information management']
3200,561AO,490GI,['information management']
3201,561AO,490ITG,['information management']
3202,561AO,490ITU,['methods']
3203,561AO,490SMG,['relations']
3204,561AO,490SMU,['relations']
3205,561AO,490TEO,['methods']
3206,561AO,501A,['methods']
3207,561AO,501AO,['methods']
3208,561AO,501AO2,['methods']
3209,561AO,501B,['methods']
3210,561B,586A,['methods']
3211,561B,586AO,['methods']
3212,561B,587A,['foundations']
3213,561B,590BAO,['modeling']
3214,561B,590CA,['framework']
3215,561B,590DHO,['methods']
3216,561B,590DT,['modeling']
3217,561B,390RGI,['relations']
3218,561B,458AO,['methods']
3219,561B,461AG,['information management']
3220,561B,461AO,['information management']
3221,561B,461AU,['information management']
3222,561B,490GI,['information management']
3223,561B,490ITG,['information management']
3224,561B,490ITU,['methods']
3225,561B,490SMG,['relations']
3226,561B,490SMU,['relations']
3227,561B,490TEO,['methods']
3228,561B,501A,['methods']
3229,561B,501AO,['methods']
3230,561B,501AO2,['methods']
3231,561B,501B,['methods']
3232,562AO,567AO,"['issues', 'variety']"
3233,562AO,568AO,['issues']
3234,562AO,580AO,['issues']
3235,562AO,581AO,['issues']
3236,562AO,586A,['variety']
3237,562AO,586AO,['variety']
3238,562AO,590BAO,['experience']
3239,562AO,590BBO,['variety']
3240,562AO,590CA,"['consent', 'experience', 'instructor']"
3241,562AO,590CRO,['variety']
3242,562AO,590DT,"['information retrieval', 'experience', 'variety']"
3243,562AO,390W1A,"['understanding', 'role']"
3244,562AO,390W1B,"['understanding', 'role']"
3245,562AO,404AG,['consent']
3246,562AO,404AO,"['consent', 'instructor']"
3247,562AO,404AU,"['consent', 'instructor']"
3248,562AO,451A,"['understanding', 'Hands', 'systems']"
3249,562AO,451AO,"['understanding', 'Hands', 'systems']"
3250,562AO,458AO,"['issues', 'variety']"
3251,562AO,461AG,"['consent', 'instructor', 'design']"
3252,562AO,461AO,"['consent', 'instructor', 'design']"
3253,562AO,461AU,"['consent', 'instructor', 'design']"
3254,562AO,462G4,['issues']
3255,562AO,462UG3,['issues']
3256,562AO,490DB,"['understanding', 'instructor', 'consent']"
3257,562AO,490DBO,"['consent', 'instructor']"
3258,562AO,490GHU,"['systems', 'issues', 'instructor', 'consent']"
3259,562AO,490GI,"['systems', 'instructor', 'consent']"
3260,562AO,490ITG,"['systems', 'instructor', 'consent']"
3261,562AO,490ITU,"['consent', 'instructor']"
3262,562AO,490SMG,"['consent', 'role', 'instructor']"
3263,562AO,490SMU,"['consent', 'role', 'instructor']"
3264,562AO,490TEO,"['consent', 'instructor', 'variety']"
3265,562AO,501A,"['systems', 'creation']"
3266,562AO,501AO,"['systems', 'creation']"
3267,562AO,501AO2,"['systems', 'creation']"
3268,562AO,501B,"['systems', 'creation']"
3269,562AO,502A,"['role', 'issues']"
3270,562AO,502AO,"['role', 'issues']"
3271,562AO,502AO2,"['role', 'issues']"
3272,562AO,502AO3,"['role', 'issues']"
3273,567AO,568AO,"['issues', 'librarians', 'librarianship']"
3274,567AO,580AO,['issues']
3275,567AO,581AO,['issues']
3276,567AO,586A,['variety']
3277,567AO,586AO,['variety']
3278,567AO,590AT,['librarians']
3279,567AO,590BBO,"['history', 'variety']"
3280,567AO,590CA,['organization']
3281,567AO,590CRO,"['history', 'variety']"
3282,567AO,590DHO,"['challenges', 'history']"
3283,567AO,590DT,['variety']
3284,567AO,390W1A,['history']
3285,567AO,390W1B,['history']
3286,567AO,418AO,['information professionals']
3287,567AO,418AU,['information professionals']
3288,567AO,458AO,"['issues', 'variety']"
3289,567AO,462G4,"['issues', 'challenges']"
