Label,Edges,Source,Source_Course_Instructor,Target,Weights
 Bio Informatics Probs & Res,"['LIS', 'Information Organization']",530I,Les Gasser,502AO3,2
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,567AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,568AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,580AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,581AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,582AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,586A,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,586AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,587A,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,590AT,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,462G4,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,462UG3,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,490TEO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,501A,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,501AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,501AO2,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,501B,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,502A,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,502AO,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,502AO2,1
 Music Libnship & Bibliography,['LIS'],530MAO,Kirstin Dougan,502AO3,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,532A,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,532AO,1
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,542A,2
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,542B,2
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,543A,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,543B,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,543C,1
 Foundations of Data Curation,['Teaching'],531AO,W. Aaron Collie,547AO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,561A,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,561AO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,561B,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,562AO,1
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,567AO,2
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,581AO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,582AO,1
 Foundations of Data Curation,['Teaching'],531AO,W. Aaron Collie,590AT,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,590CA,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,590DT,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,390CC,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,390RGI,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,390W1A,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,390W1B,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,452AG,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,452AO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,452AU,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,452BG,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,452BU,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,457IDG,1
 Foundations of Data Curation,['Teaching'],531AO,W. Aaron Collie,457IDU,1
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,458AO,2
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,461AG,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,461AO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,461AU,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490DB,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490DBO,1
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,490GHU,2
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490GI,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490ITG,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490ITU,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490SMG,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490SMU,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,490TEO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,501A,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,501AO,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,501AO2,1
 Foundations of Data Curation,['Information Organization'],531AO,W. Aaron Collie,501B,1
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,502A,2
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,502AO,2
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,502AO2,2
 Foundations of Data Curation,"['Teaching', 'Information Organization']",531AO,W. Aaron Collie,502AO3,2
 Foundations of Data Curation,['Teaching'],531AO,W. Aaron Collie,PR438-442,1
 Theory & Pract Data Cleaning,"['Analytics', 'Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,532AO,3
 Theory & Pract Data Cleaning,"['Analytics', 'Information Organization']",532A,Bertram Lud�scher,542A,2
 Theory & Pract Data Cleaning,"['Analytics', 'Information Organization']",532A,Bertram Lud�scher,542B,2
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,543A,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,543B,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,543C,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,545AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,547AO,1
 Theory & Pract Data Cleaning,['Analytics'],532A,Bertram Lud�scher,548A,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,559A,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,560AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,561A,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,561AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,561B,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,562AO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,567AO,2
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,581AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,582AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,590AT,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,590BBO,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,590CA,2
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,590CRO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,590DHO,1
 Theory & Pract Data Cleaning,"['Analytics', 'Information Organization']",532A,Bertram Lud�scher,590DT,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,390CC,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,390RGI,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,390W1A,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,390W1B,2
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,404AG,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,404AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,404AU,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,409AG,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,409AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,409AO2,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,409AU,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,418AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,418AU,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,451A,1
 Theory & Pract Data Cleaning,['Social Aspects'],532A,Bertram Lud�scher,451AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,452AG,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,452AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,452AU,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,452BG,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,452BU,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,457IDG,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,458AO,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,461AG,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,461AO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,461AU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490DB,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490DBO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490GHU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490GI,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490ITG,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490ITU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490SMG,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490SMU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,490TEO,2
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,501A,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,501AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,501AO2,1
 Theory & Pract Data Cleaning,['Information Organization'],532A,Bertram Lud�scher,501B,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,502A,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,502AO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,502AO2,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532A,Bertram Lud�scher,502AO3,2
 Theory & Pract Data Cleaning,"['Analytics', 'Information Organization']",532AO,Bertram Lud�scher,542A,2
 Theory & Pract Data Cleaning,"['Analytics', 'Information Organization']",532AO,Bertram Lud�scher,542B,2
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,543A,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,543B,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,543C,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,545AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,547AO,1
 Theory & Pract Data Cleaning,['Analytics'],532AO,Bertram Lud�scher,548A,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,559A,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,560AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,561A,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,561AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,561B,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,562AO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,567AO,2
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,581AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,582AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,590AT,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,590BBO,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,590CA,2
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,590CRO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,590DHO,1
 Theory & Pract Data Cleaning,"['Analytics', 'Information Organization']",532AO,Bertram Lud�scher,590DT,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,390CC,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,390RGI,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,390W1A,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,390W1B,2
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,404AG,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,404AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,404AU,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,409AG,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,409AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,409AO2,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,409AU,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,418AO,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,418AU,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,451A,1
 Theory & Pract Data Cleaning,['Social Aspects'],532AO,Bertram Lud�scher,451AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,452AG,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,452AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,452AU,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,452BG,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,452BU,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,457IDG,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,458AO,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,461AG,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,461AO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,461AU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490DB,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490DBO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490GHU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490GI,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490ITG,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490ITU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490SMG,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490SMU,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,490TEO,2
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,501A,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,501AO,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,501AO2,1
 Theory & Pract Data Cleaning,['Information Organization'],532AO,Bertram Lud�scher,501B,1
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,502A,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,502AO,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,502AO2,2
 Theory & Pract Data Cleaning,"['Social Aspects', 'Information Organization']",532AO,Bertram Lud�scher,502AO3,2
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,539AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,540A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,542A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,542B,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,560AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,586A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,586AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,590CRO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,390W1A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,390W1B,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,501A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,501AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,501AO2,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539A,Yoo-Seong Song,501B,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,540A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,542A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,542B,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,560AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,586A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,586AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,590CRO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,390W1A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,390W1B,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,501A,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,501AO,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,501AO2,1
 Information Consulting,['requiremnets research/user/consulting/synthesis'],539AO,Yoo-Seong Song,501B,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,542A,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,542B,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,560AO,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,586A,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,586AO,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,590CRO,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,390W1A,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,390W1B,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,501A,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,501AO,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,501AO2,1
Applied Business Research,['requiremnets research/user/consulting/synthesis'],540A,Yoo-Seong Song,501B,1
" Data, Stat, Info","['Analytics', 'Teaching', 'Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,542B,4
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,543A,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,543B,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,543C,1
" Data, Stat, Info",['Teaching'],542A,Vetle Torvik,547AO,1
" Data, Stat, Info",['Analytics'],542A,Vetle Torvik,548A,1
" Data, Stat, Info",['requiremnets research/user/consulting/synthesis'],542A,Vetle Torvik,560AO,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,561A,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,561AO,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,561B,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,562AO,1
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,567AO,2
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,581AO,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,582AO,1
" Data, Stat, Info",['requiremnets research/user/consulting/synthesis'],542A,Vetle Torvik,586A,1
" Data, Stat, Info",['requiremnets research/user/consulting/synthesis'],542A,Vetle Torvik,586AO,1
" Data, Stat, Info",['Teaching'],542A,Vetle Torvik,590AT,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,590CA,1
" Data, Stat, Info",['requiremnets research/user/consulting/synthesis'],542A,Vetle Torvik,590CRO,1
" Data, Stat, Info","['Analytics', 'Information Organization']",542A,Vetle Torvik,590DT,2
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,390CC,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,390RGI,1
" Data, Stat, Info","['Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,390W1A,2
" Data, Stat, Info","['Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,390W1B,2
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,452AG,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,452AO,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,452AU,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,452BG,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,452BU,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,457IDG,1
" Data, Stat, Info",['Teaching'],542A,Vetle Torvik,457IDU,1
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,458AO,2
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,461AG,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,461AO,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,461AU,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490DB,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490DBO,1
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,490GHU,2
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490GI,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490ITG,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490ITU,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490SMG,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490SMU,1
" Data, Stat, Info",['Information Organization'],542A,Vetle Torvik,490TEO,1
" Data, Stat, Info","['Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,501A,2
" Data, Stat, Info","['Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,501AO,2
" Data, Stat, Info","['Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,501AO2,2
" Data, Stat, Info","['Information Organization', 'requiremnets research/user/consulting/synthesis']",542A,Vetle Torvik,501B,2
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,502A,2
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,502AO,2
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,502AO2,2
" Data, Stat, Info","['Teaching', 'Information Organization']",542A,Vetle Torvik,502AO3,2
" Data, Stat, Info",['Teaching'],542A,Vetle Torvik,PR438-442,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,543A,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,543B,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,543C,1
" Data, Stat, Info",['Teaching'],542B,David Dubin,547AO,1
" Data, Stat, Info",['Analytics'],542B,David Dubin,548A,1
" Data, Stat, Info",['requiremnets research/user/consulting/synthesis'],542B,David Dubin,560AO,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,561A,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,561AO,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,561B,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,562AO,1
" Data, Stat, Info","['Teaching', 'Information Organization']",542B,David Dubin,567AO,2
" Data, Stat, Info",['Information Organization'],542B,David Dubin,581AO,1
" Data, Stat, Info",['Information Organization'],542B,David Dubin,582AO,1
